unsafe-chain-normal-filter-colliding-4	unsafe-chain-normal-filter-colliding	unsafe-chain	1,1,10	0,1,2	0	filter	colliding	normal	100
unsafe-chain-normal-filter-colliding-5	unsafe-chain-normal-filter-colliding	unsafe-chain	1,1,10	0,1,2	0	filter	colliding	normal	101
unsafe-chain-normal-filter-colliding-6	unsafe-chain-normal-filter-colliding	unsafe-chain	1,1,10	0,1,2	0	filter	colliding	normal	110
unsafe-chain-normal-filter-colliding-7	unsafe-chain-normal-filter-colliding	unsafe-chain	1,1,10	0,1,2	0	filter	colliding	normal	111
unsafe-chain-normal-allfresh-distinct-0	unsafe-chain-normal-allfresh-distinct	unsafe-chain	1,1,10	0,1,2	0	allfresh	distinct	normal	-
unsafe-chain-normal-allfresh-colliding-0	unsafe-chain-normal-allfresh-colliding	unsafe-chain	1,1,10	0,1,2	0	allfresh	colliding	normal	-
unsafe-chain-normal-allcached-distinct-0	unsafe-chain-normal-allcached-distinct	unsafe-chain	1,1,10	0,1,2	0	allcached	distinct	normal	000
unsafe-chain-normal-allcached-distinct-1	unsafe-chain-normal-allcached-distinct	unsafe-chain	1,1,10	0,1,2	0	allcached	distinct	normal	001
unsafe-chain-normal-allcached-distinct-2	unsafe-chain-normal-allcached-distinct	unsafe-chain	1,1,10	0,1,2	0	allcached	distinct	normal	010
unsafe-chain-normal-allcached-distinct-3	unsafe-chain-normal-allcached-distinct	unsafe-chain	1,1,10	0,1,2	0	allcached	distinct	normal	011
unsafe-chain-normal-allcached-distinct-4	unsafe-chain-normal-allcached-distinct	unsafe-chain	1,1,10	0,1,2	0	allcached	distinct	normal	100
unsafe-chain-normal-allcached-distinct-5	unsafe-chain-normal-allcached-distinct	unsafe-chain	1,1,10	0,1,2	0	allcached	distinct	normal	101
unsafe-chain-normal-allcached-distinct-6	unsafe-chain-normal-allcached-distinct	unsafe-chain	1,1,10	0,1,2	0	allcached	distinct	normal	110
unsafe-chain-normal-allcached-distinct-7	unsafe-chain-normal-allcached-distinct	unsafe-chain	1,1,10	0,1,2	0	allcached	distinct	normal	111
unsafe-chain-normal-allcached-colliding-0	unsafe-chain-normal-allcached-colliding	unsafe-chain	1,1,10	0,1,2	0	allcached	colliding	normal	000
unsafe-chain-normal-allcached-colliding-1	unsafe-chain-normal-allcached-colliding	unsafe-chain	1,1,10	0,1,2	0	allcached	colliding	normal	001
unsafe-chain-normal-allcached-colliding-2	unsafe-chain-normal-allcached-colliding	unsafe-chain	1,1,10	0,1,2	0	allcached	colliding	normal	010
unsafe-chain-normal-allcached-colliding-3	unsafe-chain-normal-allcached-colliding	unsafe-chain	1,1,10	0,1,2	0	allcached	colliding	normal	011
unsafe-chain-normal-allcached-colliding-4	unsafe-chain-normal-allcached-colliding	unsafe-chain	1,1,10	0,1,2	0	allcached	colliding	normal	100
unsafe-chain-normal-allcached-colliding-5	unsafe-chain-normal-allcached-colliding	unsafe-chain	1,1,10	0,1,2	0	allcached	colliding	normal	101
unsafe-chain-normal-allcached-colliding-6	unsafe-chain-normal-allcached-colliding	unsafe-chain	1,1,10	0,1,2	0	allcached	colliding	normal	110
unsafe-chain-normal-allcached-colliding-7	unsafe-chain-normal-allcached-colliding	unsafe-chain	1,1,10	0,1,2	0	allcached	colliding	normal	111
independent-normal-filter-distinct-0	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	000
independent-normal-filter-distinct-1	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	0010
independent-normal-filter-distinct-2	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	0011
independent-normal-filter-distinct-3	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	0100
independent-normal-filter-distinct-4	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	0101
independent-normal-filter-distinct-5	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	0110
independent-normal-filter-distinct-6	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	0111
independent-normal-filter-distinct-7	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	1000
independent-normal-filter-distinct-8	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	1001
independent-normal-filter-distinct-9	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	1010
independent-normal-filter-distinct-10	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	1011
independent-normal-filter-distinct-11	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	110
independent-normal-filter-distinct-12	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	1110
independent-normal-filter-distinct-13	independent-normal-filter-distinct	independent	1,3,2	0,0,0	1	filter	distinct	normal	1111
independent-normal-filter-colliding-0	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	000
independent-normal-filter-colliding-1	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	0010
independent-normal-filter-colliding-2	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	0011
independent-normal-filter-colliding-3	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	0100
independent-normal-filter-colliding-4	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	0101
independent-normal-filter-colliding-5	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	0110
independent-normal-filter-colliding-6	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	0111
independent-normal-filter-colliding-7	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	1000
independent-normal-filter-colliding-8	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	1001
independent-normal-filter-colliding-9	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	1010
independent-normal-filter-colliding-10	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	1011
independent-normal-filter-colliding-11	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	110
independent-normal-filter-colliding-12	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	1110
independent-normal-filter-colliding-13	independent-normal-filter-colliding	independent	1,3,2	0,0,0	1	filter	colliding	normal	1111
independent-normal-allfresh-distinct-0	independent-normal-allfresh-distinct	independent	1,3,2	0,0,0	1	allfresh	distinct	normal	-
independent-normal-allfresh-colliding-0	independent-normal-allfresh-colliding	independent	1,3,2	0,0,0	1	allfresh	colliding	normal	-
independent-normal-allcached-distinct-0	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	000
independent-normal-allcached-distinct-1	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	0010
independent-normal-allcached-distinct-2	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	0011
independent-normal-allcached-distinct-3	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	0100
independent-normal-allcached-distinct-4	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	0101
independent-normal-allcached-distinct-5	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	0110
independent-normal-allcached-distinct-6	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	0111
independent-normal-allcached-distinct-7	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	1000
independent-normal-allcached-distinct-8	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	1001
independent-normal-allcached-distinct-9	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	1010
independent-normal-allcached-distinct-10	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	1011
independent-normal-allcached-distinct-11	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	1100
independent-normal-allcached-distinct-12	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	1101
independent-normal-allcached-distinct-13	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	1110
independent-normal-allcached-distinct-14	independent-normal-allcached-distinct	independent	1,3,2	0,0,0	1	allcached	distinct	normal	1111
independent-normal-allcached-colliding-0	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	000
independent-normal-allcached-colliding-1	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	0010
independent-normal-allcached-colliding-2	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	0011
independent-normal-allcached-colliding-3	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	0100
independent-normal-allcached-colliding-4	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	0101
independent-normal-allcached-colliding-5	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	0110
independent-normal-allcached-colliding-6	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	0111
independent-normal-allcached-colliding-7	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	1000
independent-normal-allcached-colliding-8	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	1001
independent-normal-allcached-colliding-9	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	1010
independent-normal-allcached-colliding-10	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	1011
independent-normal-allcached-colliding-11	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	1100
independent-normal-allcached-colliding-12	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	1101
independent-normal-allcached-colliding-13	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	1110
independent-normal-allcached-colliding-14	independent-normal-allcached-colliding	independent	1,3,2	0,0,0	1	allcached	colliding	normal	1111
diamond-normal-filter-distinct-0	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	0000
diamond-normal-filter-distinct-1	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	00010
diamond-normal-filter-distinct-2	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	00011
diamond-normal-filter-distinct-3	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	00100
diamond-normal-filter-distinct-4	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	00101
diamond-normal-filter-distinct-5	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	00110
diamond-normal-filter-distinct-6	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	00111
diamond-normal-filter-distinct-7	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	01000
diamond-normal-filter-distinct-8	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	01001
diamond-normal-filter-distinct-9	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	01010
diamond-normal-filter-distinct-10	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	01011
diamond-normal-filter-distinct-11	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	0110
diamond-normal-filter-distinct-12	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	0111
diamond-normal-filter-distinct-13	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	10000
diamond-normal-filter-distinct-14	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	10001
diamond-normal-filter-distinct-15	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	10010
diamond-normal-filter-distinct-16	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	10011
diamond-normal-filter-distinct-17	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	1010
diamond-normal-filter-distinct-18	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	1011
diamond-normal-filter-distinct-19	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	11000
diamond-normal-filter-distinct-20	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	11001
diamond-normal-filter-distinct-21	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	11010
diamond-normal-filter-distinct-22	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	11011
diamond-normal-filter-distinct-23	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	11100
diamond-normal-filter-distinct-24	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	11101
diamond-normal-filter-distinct-25	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	11110
diamond-normal-filter-distinct-26	diamond-normal-filter-distinct	diamond	5,1,2,4	0,1,1,6	1	filter	distinct	normal	11111
diamond-normal-filter-colliding-0	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	0000
diamond-normal-filter-colliding-1	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	00010
diamond-normal-filter-colliding-2	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	00011
diamond-normal-filter-colliding-3	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	00100
diamond-normal-filter-colliding-4	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	00101
diamond-normal-filter-colliding-5	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	00110
diamond-normal-filter-colliding-6	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	00111
diamond-normal-filter-colliding-7	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	01000
diamond-normal-filter-colliding-8	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	01001
diamond-normal-filter-colliding-9	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	01010
diamond-normal-filter-colliding-10	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	01011
diamond-normal-filter-colliding-11	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	0110
diamond-normal-filter-colliding-12	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	0111
diamond-normal-filter-colliding-13	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	10000
diamond-normal-filter-colliding-14	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	10001
diamond-normal-filter-colliding-15	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	10010
diamond-normal-filter-colliding-16	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	10011
diamond-normal-filter-colliding-17	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	1010
diamond-normal-filter-colliding-18	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	1011
diamond-normal-filter-colliding-19	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	11000
diamond-normal-filter-colliding-20	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	11001
diamond-normal-filter-colliding-21	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	11010
diamond-normal-filter-colliding-22	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	11011
diamond-normal-filter-colliding-23	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	11100
diamond-normal-filter-colliding-24	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	11101
diamond-normal-filter-colliding-25	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	11110
diamond-normal-filter-colliding-26	diamond-normal-filter-colliding	diamond	5,1,2,4	0,1,1,6	1	filter	colliding	normal	11111
diamond-normal-allfresh-distinct-0	diamond-normal-allfresh-distinct	diamond	5,1,2,4	0,1,1,6	1	allfresh	distinct	normal	-
diamond-normal-allfresh-colliding-0	diamond-normal-allfresh-colliding	diamond	5,1,2,4	0,1,1,6	1	allfresh	colliding	normal	-
diamond-normal-allcached-distinct-0	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	0000
diamond-normal-allcached-distinct-1	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	00010
diamond-normal-allcached-distinct-2	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	00011
diamond-normal-allcached-distinct-3	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	00100
diamond-normal-allcached-distinct-4	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	00101
diamond-normal-allcached-distinct-5	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	00110
diamond-normal-allcached-distinct-6	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	00111
diamond-normal-allcached-distinct-7	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	01000
diamond-normal-allcached-distinct-8	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	01001
diamond-normal-allcached-distinct-9	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	01010
diamond-normal-allcached-distinct-10	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	01011
diamond-normal-allcached-distinct-11	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	01100
diamond-normal-allcached-distinct-12	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	01101
diamond-normal-allcached-distinct-13	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	01110
diamond-normal-allcached-distinct-14	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	01111
diamond-normal-allcached-distinct-15	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	10000
diamond-normal-allcached-distinct-16	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	10001
diamond-normal-allcached-distinct-17	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	10010
diamond-normal-allcached-distinct-18	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	10011
diamond-normal-allcached-distinct-19	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	10100
diamond-normal-allcached-distinct-20	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	10101
diamond-normal-allcached-distinct-21	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	10110
diamond-normal-allcached-distinct-22	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	10111
diamond-normal-allcached-distinct-23	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	11000
diamond-normal-allcached-distinct-24	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	11001
diamond-normal-allcached-distinct-25	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	11010
diamond-normal-allcached-distinct-26	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	11011
diamond-normal-allcached-distinct-27	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	11100
diamond-normal-allcached-distinct-28	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	11101
diamond-normal-allcached-distinct-29	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	11110
diamond-normal-allcached-distinct-30	diamond-normal-allcached-distinct	diamond	5,1,2,4	0,1,1,6	1	allcached	distinct	normal	11111
diamond-normal-allcached-colliding-0	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	0000
diamond-normal-allcached-colliding-1	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	00010
diamond-normal-allcached-colliding-2	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	00011
diamond-normal-allcached-colliding-3	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	00100
diamond-normal-allcached-colliding-4	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	00101
diamond-normal-allcached-colliding-5	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	00110
diamond-normal-allcached-colliding-6	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	00111
diamond-normal-allcached-colliding-7	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	01000
diamond-normal-allcached-colliding-8	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	01001
diamond-normal-allcached-colliding-9	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	01010
diamond-normal-allcached-colliding-10	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	01011
diamond-normal-allcached-colliding-11	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	01100
diamond-normal-allcached-colliding-12	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	01101
diamond-normal-allcached-colliding-13	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	01110
diamond-normal-allcached-colliding-14	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	01111
diamond-normal-allcached-colliding-15	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	10000
diamond-normal-allcached-colliding-16	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	10001
diamond-normal-allcached-colliding-17	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	10010
diamond-normal-allcached-colliding-18	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	10011
diamond-normal-allcached-colliding-19	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	10100
diamond-normal-allcached-colliding-20	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	10101
diamond-normal-allcached-colliding-21	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	10110
diamond-normal-allcached-colliding-22	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	10111
diamond-normal-allcached-colliding-23	diamond-normal-allcached-colliding	diamond	5,1,2,4	0,1,1,6	1	allcached	colliding	normal	11000
