family/b1/distinct/cached/path_00000	selected-family-k1	cached	distinct	1	-	MM	0
family/b1/distinct/cached/path_00001	selected-family-k1	cached	distinct	1	-	MXM	0
family/b1/distinct/cached/path_00002	selected-family-k1	cached	distinct	1	-	XMMM	0
family/b1/colliding/hybrid/path_00000	selected-family-k1	hybrid	colliding	1	-	SSS	0
family/b1/colliding/hybrid/path_00001	selected-family-k1	hybrid	colliding	1	-	SSFS	0
family/b1/colliding/hybrid/path_00002	selected-family-k1	hybrid	colliding	1	-	SFSSS	0
family/b1/colliding/hybrid/path_00003	selected-family-k1	hybrid	colliding	1	-	FSSSS	0
family/b1/colliding/fixed/path_00000	selected-family-k1	fixed	colliding	1	0,2,1,3	SSS	0
family/b1/colliding/fixed/path_00001	selected-family-k1	fixed	colliding	1	0,2,1,3	SSFS	0
family/b1/colliding/fixed/path_00002	selected-family-k1	fixed	colliding	1	0,2,1,3	SFSSS	0
family/b1/colliding/fixed/path_00003	selected-family-k1	fixed	colliding	1	0,2,1,3	FSSSS	0
family/b1/colliding/look_fast/path_00000	selected-family-k1	look_fast	colliding	1	-	SSS	0
family/b1/colliding/look_fast/path_00001	selected-family-k1	look_fast	colliding	1	-	SSFS	0
family/b1/colliding/look_fast/path_00002	selected-family-k1	look_fast	colliding	1	-	SFSSS	0
family/b1/colliding/look_fast/path_00003	selected-family-k1	look_fast	colliding	1	-	FSSSS	0
family/b1/colliding/look_protected/path_00000	selected-family-k1	look_protected	colliding	1	-	SSS	0
family/b1/colliding/look_protected/path_00001	selected-family-k1	look_protected	colliding	1	-	SSFS	0
family/b1/colliding/look_protected/path_00002	selected-family-k1	look_protected	colliding	1	-	SFSSS	0
family/b1/colliding/look_protected/path_00003	selected-family-k1	look_protected	colliding	1	-	FSSSS	0
family/b1/colliding/cached/path_00000	selected-family-k1	cached	colliding	1	-	MM	0
family/b1/colliding/cached/path_00001	selected-family-k1	cached	colliding	1	-	MXM	0
family/b1/colliding/cached/path_00002	selected-family-k1	cached	colliding	1	-	XMMM	0
family/b2/distinct/hybrid/path_00000	selected-family-k1	hybrid	distinct	2	-	SS	0
family/b2/distinct/hybrid/path_00001	selected-family-k1	hybrid	distinct	2	-	SFSS	0
family/b2/distinct/hybrid/path_00002	selected-family-k1	hybrid	distinct	2	-	SFSFS	0
family/b2/distinct/hybrid/path_00003	selected-family-k1	hybrid	distinct	2	-	SFFSS	0
family/b2/distinct/hybrid/path_00004	selected-family-k1	hybrid	distinct	2	-	FSSS	0
family/b2/distinct/hybrid/path_00005	selected-family-k1	hybrid	distinct	2	-	FSSFS	0
family/b2/distinct/hybrid/path_00006	selected-family-k1	hybrid	distinct	2	-	FSFSSS	0
family/b2/distinct/hybrid/path_00007	selected-family-k1	hybrid	distinct	2	-	FFSSSS	0
family/b2/distinct/fixed/path_00000	selected-family-k1	fixed	distinct	2	0,1,2,3	S	0
family/b2/distinct/fixed/path_00001	selected-family-k1	fixed	distinct	2	0,1,2,3	FSSS	0
family/b2/distinct/fixed/path_00002	selected-family-k1	fixed	distinct	2	0,1,2,3	FSSFS	0
family/b2/distinct/fixed/path_00003	selected-family-k1	fixed	distinct	2	0,1,2,3	FSFSS	0
family/b2/distinct/fixed/path_00004	selected-family-k1	fixed	distinct	2	0,1,2,3	FFSSSS	0
family/b2/distinct/look_fast/path_00000	selected-family-k1	look_fast	distinct	2	-	SS	0
family/b2/distinct/look_fast/path_00001	selected-family-k1	look_fast	distinct	2	-	SFS	0
family/b2/distinct/look_fast/path_00002	selected-family-k1	look_fast	distinct	2	-	SFFS	0
family/b2/distinct/look_fast/path_00003	selected-family-k1	look_fast	distinct	2	-	FSSS	0
family/b2/distinct/look_fast/path_00004	selected-family-k1	look_fast	distinct	2	-	FSSFS	0
family/b2/distinct/look_fast/path_00005	selected-family-k1	look_fast	distinct	2	-	FSFSSS	0
family/b2/distinct/look_fast/path_00006	selected-family-k1	look_fast	distinct	2	-	FFSSSS	0
family/b2/distinct/look_protected/path_00000	selected-family-k1	look_protected	distinct	2	-	S	0
family/b2/distinct/look_protected/path_00001	selected-family-k1	look_protected	distinct	2	-	FSSS	0
family/b2/distinct/look_protected/path_00002	selected-family-k1	look_protected	distinct	2	-	FSSFS	0
family/b2/distinct/look_protected/path_00003	selected-family-k1	look_protected	distinct	2	-	FSFSSS	0
family/b2/distinct/look_protected/path_00004	selected-family-k1	look_protected	distinct	2	-	FFSSSS	0
family/b2/distinct/cached/path_00000	selected-family-k1	cached	distinct	2	-	-	0
family/b2/colliding/hybrid/path_00000	selected-family-k1	hybrid	colliding	2	-	SS	0
family/b2/colliding/hybrid/path_00001	selected-family-k1	hybrid	colliding	2	-	SFSS	0
family/b2/colliding/hybrid/path_00002	selected-family-k1	hybrid	colliding	2	-	SFSFS	0
family/b2/colliding/hybrid/path_00003	selected-family-k1	hybrid	colliding	2	-	SFFSS	0
family/b2/colliding/hybrid/path_00004	selected-family-k1	hybrid	colliding	2	-	FSSS	0
family/b2/colliding/hybrid/path_00005	selected-family-k1	hybrid	colliding	2	-	FSSFS	0
family/b2/colliding/hybrid/path_00006	selected-family-k1	hybrid	colliding	2	-	FSFSSS	0
family/b2/colliding/hybrid/path_00007	selected-family-k1	hybrid	colliding	2	-	FFSSSS	0
family/b2/colliding/fixed/path_00000	selected-family-k1	fixed	colliding	2	0,1,2,3	S	0
family/b2/colliding/fixed/path_00001	selected-family-k1	fixed	colliding	2	0,1,2,3	FSSS	0
family/b2/colliding/fixed/path_00002	selected-family-k1	fixed	colliding	2	0,1,2,3	FSSFS	0
family/b2/colliding/fixed/path_00003	selected-family-k1	fixed	colliding	2	0,1,2,3	FSFSS	0
family/b2/colliding/fixed/path_00004	selected-family-k1	fixed	colliding	2	0,1,2,3	FFSSSS	0
family/b2/colliding/look_fast/path_00000	selected-family-k1	look_fast	colliding	2	-	SS	0
family/b2/colliding/look_fast/path_00001	selected-family-k1	look_fast	colliding	2	-	SFS	0
family/b2/colliding/look_fast/path_00002	selected-family-k1	look_fast	colliding	2	-	SFFS	0
family/b2/colliding/look_fast/path_00003	selected-family-k1	look_fast	colliding	2	-	FSSS	0
family/b2/colliding/look_fast/path_00004	selected-family-k1	look_fast	colliding	2	-	FSSFS	0
family/b2/colliding/look_fast/path_00005	selected-family-k1	look_fast	colliding	2	-	FSFSSS	0
family/b2/colliding/look_fast/path_00006	selected-family-k1	look_fast	colliding	2	-	FFSSSS	0
family/b2/colliding/look_protected/path_00000	selected-family-k1	look_protected	colliding	2	-	S	0
family/b2/colliding/look_protected/path_00001	selected-family-k1	look_protected	colliding	2	-	FSSS	0
family/b2/colliding/look_protected/path_00002	selected-family-k1	look_protected	colliding	2	-	FSSFS	0
family/b2/colliding/look_protected/path_00003	selected-family-k1	look_protected	colliding	2	-	FSFSSS	0
family/b2/colliding/look_protected/path_00004	selected-family-k1	look_protected	colliding	2	-	FFSSSS	0
family/b2/colliding/cached/path_00000	selected-family-k1	cached	colliding	2	-	-	0
family/b4/distinct/hybrid/path_00000	selected-family-k1	hybrid	distinct	4	-	-	0
family/b4/distinct/fixed/path_00000	selected-family-k1	fixed	distinct	4	0,1,2,3	-	0
family/b4/distinct/look_fast/path_00000	selected-family-k1	look_fast	distinct	4	-	-	0
family/b4/distinct/look_protected/path_00000	selected-family-k1	look_protected	distinct	4	-	-	0
family/b4/distinct/cached/path_00000	selected-family-k1	cached	distinct	4	-	-	0
family/b4/colliding/hybrid/path_00000	selected-family-k1	hybrid	colliding	4	-	-	0
family/b4/colliding/fixed/path_00000	selected-family-k1	fixed	colliding	4	0,1,2,3	-	0
family/b4/colliding/look_fast/path_00000	selected-family-k1	look_fast	colliding	4	-	-	0
family/b4/colliding/look_protected/path_00000	selected-family-k1	look_protected	colliding	4	-	-	0
family/b4/colliding/cached/path_00000	selected-family-k1	cached	colliding	4	-	-	0
